Ename,Start,Peak,Goes_class,Derived_pos
gev_20110219_0256,2011/02/19 02:56:00,03:03:00,C3.4,N18W07(1162)
gev_20110219_0657,2011/02/19 06:57:00,07:05:00,C2.6,N17W09(1162)
gev_20110219_0740,2011/02/19 07:40:00,07:44:00,C1.9,S21W68(1158)
gev_20110219_0800,2011/02/19 08:00:00,08:04:00,C8.5,N18W11(1162)
gev_20110219_1220,2011/02/19 12:20:00,12:24:00,C1.1,S83E15
gev_20110219_1450,2011/02/19 14:50:00,14:53:00,C1.0,S17W76(1158)
gev_20110219_1524,2011/02/19 15:24:00,15:29:00,C1.5,N17W15(1162)
gev_20110219_1626,2011/02/19 16:26:00,16:30:00,C1.9,S83E14
gev_20110219_1639,2011/02/19 16:39:00,16:43:00,C6.1,S20W72(1158)
gev_20110219_2107,2011/02/19 21:07:00,21:13:00,C1.9,S20W77(1158)
gev_20110220_0046,2011/02/20 00:46:00,01:23:00,C1.2,N14W17(1161)
gev_20110220_0245,2011/02/20 02:45:00,03:19:00,C1.4,N16W14()
gev_20110220_0354,2011/02/20 03:54:00,03:57:00,C1.7,N16W16(1162)
gev_20110220_0625,2011/02/20 06:25:00,06:28:00,B7.9,N11W12()
gev_20110220_1940,2011/02/20 19:40:00,19:52:00,B6.8,N17W24()
gev_20110220_2300,2011/02/20 23:00:00,23:03:00,B3.2,S22W85()
gev_20110220_2331,2011/02/20 23:31:00,23:36:00,B5.2,S19W89()
gev_20110221_0500,2011/02/21 05:00:00,05:06:00,C4.1,S21W89()
gev_20110221_0602,2011/02/21 06:02:00,06:10:00,C4.3,S21W89()
gev_20110221_0901,2011/02/21 09:01:00,09:06:00,C2.7,S21W88()
gev_20110221_1000,2011/02/21 10:00:00,10:04:00,C1.8,S21W88()
gev_20110221_1008,2011/02/21 10:08:00,10:12:00,C7.8,S21W89()
gev_20110221_1539,2011/02/21 15:39:00,15:44:00,C1.5,S22W88()
gev_20110218_1636,2011/02/18 16:36:00,16:39:00,C2.3,N20W04(1162)
gev_20110218_1642,2011/02/18 16:42:00,16:45:00,C2.1,N19W02(1162)
gev_20110218_1748,2011/02/18 17:48:00,17:53:00,C3.8,S20W59(1158)
gev_20110218_1813,2011/02/18 18:13:00,18:21:00,C3.2,S17W62(1158)
gev_20110218_1902,2011/02/18 19:02:00,19:18:00,C7.1,N18W03(1162)
gev_20110218_2056,2011/02/18 20:56:00,21:04:00,M1.3,N18W03(1162)
gev_20110219_0133,2011/02/19 01:33:00,01:37:00,C1.3,S20W65(1158)
gev_20110219_0221,2011/02/19 02:21:00,02:25:00,C1.8,S16W70()
gev_20110219_0256,2011/02/19 02:56:00,03:03:00,C3.4,N18W07(1162)
gev_20110219_0657,2011/02/19 06:57:00,07:05:00,C2.6,N17W09(1162)
gev_20110219_0740,2011/02/19 07:40:00,07:44:00,C1.9,S21W68(1158)
gev_20110219_0800,2011/02/19 08:00:00,08:04:00,C8.5,N18W11(1162)
gev_20110219_1220,2011/02/19 12:20:00,12:24:00,C1.1,S83E15
gev_20110219_1450,2011/02/19 14:50:00,14:53:00,C1.0,S17W76()
gev_20110219_1524,2011/02/19 15:24:00,15:29:00,C1.5,N17W15(1162)
gev_20110219_1626,2011/02/19 16:26:00,16:30:00,C1.9,S83E14
gev_20110219_1639,2011/02/19 16:39:00,16:43:00,C6.1,S20W72(1158)
gev_20110219_2107,2011/02/19 21:07:00,21:13:00,C1.9,S20W77(1158)
gev_20110220_0046,2011/02/20 00:46:00,01:23:00,C1.2,N14W17(1161)
gev_20110220_0245,2011/02/20 02:45:00,03:19:00,C1.4,N16W14()
gev_20110220_0354,2011/02/20 03:54:00,03:57:00,C1.7,N16W16(1162)
gev_20110220_0625,2011/02/20 06:25:00,06:28:00,B7.9,N11W12()
gev_20110220_1746,2011/02/20 17:46:00,18:37:00,B6.2,N15W22()
gev_20110220_1940,2011/02/20 19:40:00,19:52:00,B6.8,S21W87(1158)
gev_20110220_2300,2011/02/20 23:00:00,23:03:00,B3.2,S20W87(1158)
gev_20110220_2331,2011/02/20 23:31:00,23:36:00,B5.2,N14W28(1161)
gev_20110221_0141,2011/02/21 01:41:00,01:46:00,B8.8,S20W87()
gev_20110221_0213,2011/02/21 02:13:00,02:24:00,C4.6,S20W87()
gev_20110221_0310,2011/02/21 03:10:00,03:15:00,C1.8,S20W87()
gev_20110221_0404,2011/02/21 04:04:00,04:10:00,C1.5,S20W87()
gev_20110221_0500,2011/02/21 05:00:00,05:06:00,C4.1,S20W87()
gev_20110221_0602,2011/02/21 06:02:00,06:10:00,C4.3,S20W87()
gev_20110221_0901,2011/02/21 09:01:00,09:06:00,C2.7,S20W87()
gev_20110221_1000,2011/02/21 10:00:00,10:04:00,C1.8,S21W87()
gev_20110221_1008,2011/02/21 10:08:00,10:12:00,C7.8,S21W87()
gev_20110221_1539,2011/02/21 15:39:00,15:44:00,C1.5,S21W87()
gev_20110221_1825,2011/02/21 18:25:00,18:29:00,C1.4,S21W87()
gev_20110222_1033,2011/02/22 10:33:00,10:46:00,B6.5,N12W49(1161)
gev_20110222_1215,2011/02/22 12:15:00,12:19:00,B3.5,N18W50(1162)
gev_20110222_1434,2011/02/22 14:34:00,14:38:00,B2.7,N11W50(1161)
gev_20110218_2056,2011/02/18 20:56:00,21:00:00,M1.3,N18W03(1162)
gev_20110219_0133,2011/02/19 01:33:00,01:37:00,C1.3,S20W65(1158)
gev_20110219_0221,2011/02/19 02:21:00,02:25:00,C1.8,S16W70(1158)
gev_20110219_0256,2011/02/19 02:56:00,03:03:00,C3.4,N18W07(1162)
gev_20110219_0657,2011/02/19 06:57:00,07:00:00,C2.6,N18W10(1162)
gev_20110219_0740,2011/02/19 07:40:00,07:44:00,C1.9,S21W68(1158)
gev_20110219_0800,2011/02/19 08:00:00,08:04:00,C8.5,N18W11(1162)
gev_20110219_1220,2011/02/19 12:20:00,12:24:00,C1.1,S83E15
gev_20110219_1450,2011/02/19 14:50:00,14:53:00,C1.0,S17W76(1158)
gev_20110219_1524,2011/02/19 15:24:00,15:29:00,C1.5,N17W15(1162)
gev_20110219_1626,2011/02/19 16:26:00,16:30:00,C1.9,S83E14
gev_20110219_1639,2011/02/19 16:39:00,16:43:00,C6.1,S20W72(1158)
gev_20110219_2107,2011/02/19 21:07:00,21:13:00,C1.9,S20W77(1158)
gev_20110220_0046,2011/02/20 00:46:00,01:23:00,C1.2,N14W17(1161)
gev_20110220_0245,2011/02/20 02:45:00,03:19:00,C1.4,N16W14()
gev_20110220_0354,2011/02/20 03:54:00,03:57:00,C1.7,N16W16(1162)
gev_20110220_0625,2011/02/20 06:25:00,06:28:00,B7.9,N11W12()
gev_20110220_1746,2011/02/20 17:46:00,18:37:00,B6.2,N15W22()
gev_20110220_1940,2011/02/20 19:40:00,19:52:00,B6.8,S21W87()
gev_20110220_2300,2011/02/20 23:00:00,23:03:00,B3.2,S20W87()
gev_20110220_2331,2011/02/20 23:31:00,23:36:00,B5.2,N14W28(1161)
gev_20110221_0141,2011/02/21 01:41:00,01:46:00,B8.8,S20W87()
gev_20110221_0213,2011/02/21 02:13:00,02:16:00,C4.6,S20W87()
gev_20110221_0310,2011/02/21 03:10:00,03:15:00,C1.8,S20W87()
gev_20110221_0404,2011/02/21 04:04:00,04:10:00,C1.5,S20W87()
gev_20110221_0500,2011/02/21 05:00:00,05:06:00,C4.1,S20W87()
gev_20110221_0602,2011/02/21 06:02:00,06:10:00,C4.3,S20W87()
gev_20110221_0901,2011/02/21 09:01:00,09:06:00,C2.7,S20W87()
gev_20110221_1000,2011/02/21 10:00:00,10:04:00,C1.8,S21W87()
gev_20110221_1008,2011/02/21 10:08:00,10:12:00,C7.8,S21W87()
gev_20110221_1539,2011/02/21 15:39:00,15:44:00,C1.5,S21W87()
gev_20110221_1825,2011/02/21 18:25:00,18:29:00,C1.4,S21W87()
gev_20110222_1033,2011/02/22 10:33:00,10:48:00,B6.5,N12W48(1161)
gev_20110222_1215,2011/02/22 12:15:00,12:19:00,B3.5,N18W50(1162)
gev_20110222_1434,2011/02/22 14:34:00,14:38:00,B2.7,N11W51(1161)
gev_20110223_0935,2011/02/23 09:35:00,09:39:00,B3.1,N17W63(1162)
gev_20110223_1024,2011/02/23 10:24:00,10:28:00,B3.7,N18W66(1162)
gev_20110223_1110,2011/02/23 11:10:00,11:18:00,B6.1,N18W66(1162)
gev_20110223_1215,2011/02/23 12:15:00,12:23:00,C1.2,N12W62(1161)
gev_20110223_1835,2011/02/23 18:35:00,18:45:00,B9.9,N11W66(1161)
gev_20110219_1220,2011/02/19 12:20:00,12:24:00,C1.1,S83E15
gev_20110219_1450,2011/02/19 14:50:00,14:53:00,C1.0,S17W76(1158)
gev_20110219_1524,2011/02/19 15:24:00,15:29:00,C1.5,N17W15(1162)
gev_20110219_1626,2011/02/19 16:26:00,16:30:00,C1.9,S83E14
gev_20110219_1639,2011/02/19 16:39:00,16:43:00,C6.1,S20W72(1158)
gev_20110219_2107,2011/02/19 21:07:00,21:13:00,C1.9,S20W77(1158)
gev_20110220_0046,2011/02/20 00:46:00,01:23:00,C1.2,N14W17(1161)
gev_20110220_0245,2011/02/20 02:45:00,03:19:00,C1.4,N16W14(1162)
gev_20110220_0354,2011/02/20 03:54:00,03:57:00,C1.7,N16W16(1162)
gev_20110220_0625,2011/02/20 06:25:00,06:28:00,B7.9,N11W12()
gev_20110220_1746,2011/02/20 17:46:00,18:37:00,B6.2,N15W22(1159)
gev_20110220_1940,2011/02/20 19:40:00,19:52:00,B6.8,S21W87(1158)
gev_20110220_2300,2011/02/20 23:00:00,23:03:00,B3.2,S20W87(1158)
gev_20110220_2331,2011/02/20 23:31:00,23:36:00,B5.2,N14W28(1161)
gev_20110221_0141,2011/02/21 01:41:00,01:46:00,B8.8,S20W87()
gev_20110221_0213,2011/02/21 02:13:00,02:24:00,C4.6,S20W87()
gev_20110221_0310,2011/02/21 03:10:00,03:15:00,C1.8,S20W87()
gev_20110221_0404,2011/02/21 04:04:00,04:10:00,C1.5,S20W87()
gev_20110221_0500,2011/02/21 05:00:00,05:06:00,C4.1,S20W87()
gev_20110221_0602,2011/02/21 06:02:00,06:10:00,C4.3,S20W87()
gev_20110221_0901,2011/02/21 09:01:00,09:06:00,C2.7,S20W87()
gev_20110221_1000,2011/02/21 10:00:00,10:04:00,C1.8,S21W87()
gev_20110221_1008,2011/02/21 10:08:00,10:12:00,C7.8,S21W87()
gev_20110221_1539,2011/02/21 15:39:00,15:44:00,C1.5,S21W87()
gev_20110221_1825,2011/02/21 18:25:00,18:29:00,C1.4,S21W87()
gev_20110222_1033,2011/02/22 10:33:00,10:48:00,B6.5,N12W48(1161)
gev_20110222_1215,2011/02/22 12:15:00,12:19:00,B3.5,N18W50(1162)
gev_20110222_1434,2011/02/22 14:34:00,14:38:00,B2.7,N11W51(1161)
gev_20110223_0935,2011/02/23 09:35:00,09:39:00,B3.1,N17W63(1162)
gev_20110223_1024,2011/02/23 10:24:00,10:28:00,B3.7,N18W66(1162)
gev_20110223_1110,2011/02/23 11:10:00,11:18:00,B6.1,N18W66(1162)
gev_20110223_1215,2011/02/23 12:15:00,12:23:00,C1.2,N12W62(1161)
gev_20110223_1835,2011/02/23 18:35:00,18:45:00,B9.9,N11W66(1161)
gev_20110224_0249,2011/02/24 02:49:00,02:53:00,B3.9,N19W75()
gev_20110224_0723,2011/02/24 07:23:00,07:31:00,M3.5,N14E87()
gev_20110224_1347,2011/02/24 13:47:00,13:53:00,C1.8,N16E84()
gev_20110224_1712,2011/02/24 17:12:00,17:40:00,B8.5,N11W79(1161)
gev_20110224_1820,2011/02/24 18:20:00,18:23:00,B5.9,N14E87()
gev_20110224_1856,2011/02/24 18:56:00,19:00:00,B9.1,N21E83()
gev_20110224_1950,2011/02/24 19:50:00,19:53:00,B9.2,N12W82(1161)
gev_20110220_0354,2011/02/20 03:54:00,03:57:00,C1.7,N16W16(1162)
gev_20110220_0625,2011/02/20 06:25:00,06:28:00,B7.9,N11W12()
gev_20110220_1746,2011/02/20 17:46:00,18:37:00,B6.2,N15W22()
gev_20110220_1940,2011/02/20 19:40:00,19:52:00,B6.8,S21W87(1158)
gev_20110220_2300,2011/02/20 23:00:00,23:03:00,B3.2,S20W87(1158)
gev_20110220_2331,2011/02/20 23:31:00,23:36:00,B5.2,N14W28(1161)
gev_20110221_0141,2011/02/21 01:41:00,01:46:00,B8.8,S20W87(1158)
gev_20110221_0213,2011/02/21 02:13:00,02:24:00,C4.6,S20W87(1158)
gev_20110221_0310,2011/02/21 03:10:00,03:15:00,C1.8,S20W87()
gev_20110221_0404,2011/02/21 04:04:00,04:10:00,C1.5,S20W87()
gev_20110221_0500,2011/02/21 05:00:00,05:06:00,C4.1,S20W87()
gev_20110221_0602,2011/02/21 06:02:00,06:10:00,C4.3,S20W87()
gev_20110221_0901,2011/02/21 09:01:00,09:06:00,C2.7,S20W87()
gev_20110221_1000,2011/02/21 10:00:00,10:04:00,C1.8,S21W87()
gev_20110221_1008,2011/02/21 10:08:00,10:12:00,C7.8,S21W87()
gev_20110221_1539,2011/02/21 15:39:00,15:44:00,C1.5,S21W87()
gev_20110221_1825,2011/02/21 18:25:00,18:35:00,C1.4,N12W41(1161)
gev_20110222_1033,2011/02/22 10:33:00,10:48:00,B6.5,N12W48(1161)
gev_20110222_1215,2011/02/22 12:15:00,12:19:00,B3.5,N18W50(1162)
gev_20110222_1434,2011/02/22 14:34:00,14:38:00,B2.7,N11W51(1161)
gev_20110223_0935,2011/02/23 09:35:00,09:39:00,B3.1,N17W63(1162)
gev_20110223_1024,2011/02/23 10:24:00,10:28:00,B3.7,N18W66(1162)
gev_20110223_1110,2011/02/23 11:10:00,11:18:00,B6.1,N18W66(1162)
gev_20110223_1215,2011/02/23 12:15:00,12:23:00,C1.2,N12W62(1161)
gev_20110223_1835,2011/02/23 18:35:00,18:45:00,B9.9,N11W66(1161)
gev_20110224_0249,2011/02/24 02:49:00,02:53:00,B3.9,N19W75(1162)
gev_20110224_0723,2011/02/24 07:23:00,07:31:00,M3.5,N14E87()
gev_20110224_1347,2011/02/24 13:47:00,13:53:00,C1.8,N16E84()
gev_20110224_1712,2011/02/24 17:12:00,17:40:00,B8.5,N11W79(1161)
gev_20110224_1820,2011/02/24 18:20:00,18:23:00,B5.9,N14E87()
gev_20110224_1856,2011/02/24 18:56:00,19:00:00,B9.1,N21E83()
gev_20110224_1934,2011/02/24 19:34:00,19:38:00,C2.7,S83E01
gev_20110224_1950,2011/02/24 19:50:00,19:53:00,B9.2,N12W82()
gev_20110225_0138,2011/02/25 01:38:00,01:42:00,B4.8,N16E74()
gev_20110225_0322,2011/02/25 03:22:00,03:25:00,B4.2,N17E73()
gev_20110225_0515,2011/02/25 05:15:00,05:18:00,C1.4,S82E14
gev_20110225_0540,2011/02/25 05:40:00,05:44:00,C1.6,N27E85()
gev_20110225_1053,2011/02/25 10:53:00,10:58:00,B6.2,N25E86()
gev_20110225_1718,2011/02/25 17:18:00,17:29:00,C1.1,N24E79()
gev_20110225_1857,2011/02/25 18:57:00,19:00:00,B4.5,N26E77()
gev_20110221_0602,2011/02/21 06:02:00,06:10:00,C4.3,S20W87()
gev_20110221_0901,2011/02/21 09:01:00,09:06:00,C2.7,S20W87()
gev_20110221_1000,2011/02/21 10:00:00,10:04:00,C1.8,S21W87()
gev_20110221_1008,2011/02/21 10:08:00,10:12:00,C7.8,S21W87()
gev_20110221_1539,2011/02/21 15:39:00,15:44:00,C1.5,S21W87()
gev_20110221_1825,2011/02/21 18:25:00,18:29:00,C1.4,S21W87()
gev_20110222_1033,2011/02/22 10:33:00,10:48:00,B6.5,N12W48(1161)
gev_20110222_1215,2011/02/22 12:15:00,12:19:00,B3.5,N18W50(1162)
gev_20110222_1434,2011/02/22 14:34:00,14:38:00,B2.7,N11W51(1161)
gev_20110223_0935,2011/02/23 09:35:00,09:39:00,B3.1,N17W63(1162)
gev_20110223_1024,2011/02/23 10:24:00,10:28:00,B3.7,N18W66(1162)
gev_20110223_1110,2011/02/23 11:10:00,11:18:00,B6.1,N18W66(1162)
gev_20110223_1215,2011/02/23 12:15:00,12:23:00,C1.2,N12W62(1161)
gev_20110223_1835,2011/02/23 18:35:00,18:45:00,B9.9,N11W66(1161)
gev_20110224_0249,2011/02/24 02:49:00,02:53:00,B3.9,N19W75()
gev_20110224_0723,2011/02/24 07:23:00,07:31:00,M3.5,N14E87()
gev_20110224_1347,2011/02/24 13:47:00,13:53:00,C1.8,N16E84()
gev_20110224_1712,2011/02/24 17:12:00,17:40:00,B8.5,N11W79(1161)
gev_20110224_1820,2011/02/24 18:20:00,18:23:00,B5.9,N14E87()
gev_20110224_1856,2011/02/24 18:56:00,19:00:00,B9.1,N21E83()
gev_20110224_1934,2011/02/24 19:34:00,19:38:00,C2.7,S83E01
gev_20110224_1950,2011/02/24 19:50:00,19:53:00,B9.2,N12W82()
gev_20110225_0138,2011/02/25 01:38:00,01:42:00,B4.8,N16E74()
gev_20110225_0322,2011/02/25 03:22:00,03:25:00,B4.2,N17E73()
gev_20110225_0515,2011/02/25 05:15:00,05:18:00,C1.4,S82E14
gev_20110225_0540,2011/02/25 05:40:00,05:44:00,C1.6,N27E85()
gev_20110225_1053,2011/02/25 10:53:00,10:58:00,B6.2,N25E86()
gev_20110225_1718,2011/02/25 17:18:00,17:29:00,C1.1,N24E79()
gev_20110225_1857,2011/02/25 18:57:00,19:00:00,B4.5,N26E77()
gev_20110225_2229,2011/02/25 22:29:00,22:31:00,B5.2,N31E85()
gev_20110226_0007,2011/02/26 00:07:00,00:10:00,B4.3,N28E76()
gev_20110226_0054,2011/02/26 00:54:00,00:59:00,B9.0,N27E79()
gev_20110226_0118,2011/02/26 01:18:00,01:21:00,B4.6,N26E73()
gev_20110226_0503,2011/02/26 05:03:00,05:10:00,B8.9,N27E75()
gev_20110226_0616,2011/02/26 06:16:00,06:19:00,B7.0,N25E72()
gev_20110226_0732,2011/02/26 07:32:00,07:35:00,B4.5,N16E58()
gev_20110226_0809,2011/02/26 08:09:00,08:13:00,C1.3,N27E70()
gev_20110226_0935,2011/02/26 09:35:00,09:39:00,B3.7,N25E67()
gev_20110226_1920,2011/02/26 19:20:00,19:24:00,B3.9,N24E66()
gev_20110226_2046,2011/02/26 20:46:00,20:50:00,B4.3,N16E52()
gev_20110223_1024,2011/02/23 10:24:00,10:28:00,B3.7,N18W66(1162)
gev_20110223_1110,2011/02/23 11:10:00,11:18:00,B6.1,N18W66(1162)
gev_20110223_1215,2011/02/23 12:15:00,12:23:00,C1.2,N12W62()
gev_20110223_1835,2011/02/23 18:35:00,18:45:00,B9.9,N11W66(1161)
gev_20110224_0249,2011/02/24 02:49:00,02:53:00,B3.9,N19W75(1162)
gev_20110224_0723,2011/02/24 07:23:00,07:31:00,M3.5,N14E87()
gev_20110224_1347,2011/02/24 13:47:00,13:53:00,C1.8,N16E84()
gev_20110224_1712,2011/02/24 17:12:00,17:40:00,B8.5,N11W79(1161)
gev_20110224_1820,2011/02/24 18:20:00,18:23:00,B5.9,N14E87()
gev_20110224_1856,2011/02/24 18:56:00,19:00:00,B9.1,N21E83()
gev_20110224_1934,2011/02/24 19:34:00,19:38:00,C2.7,S83E01
gev_20110224_1950,2011/02/24 19:50:00,19:53:00,B9.2,N12W82(1161)
gev_20110225_0138,2011/02/25 01:38:00,01:42:00,B4.8,N16E74()
gev_20110225_0322,2011/02/25 03:22:00,03:25:00,B4.2,N17E73()
gev_20110225_0515,2011/02/25 05:15:00,05:18:00,C1.4,S82E14
gev_20110225_0540,2011/02/25 05:40:00,05:44:00,C1.6,N27E85()
gev_20110225_1053,2011/02/25 10:53:00,10:58:00,B6.2,N25E86()
gev_20110225_1718,2011/02/25 17:18:00,17:29:00,C1.1,N24E79()
gev_20110225_1857,2011/02/25 18:57:00,19:00:00,B4.5,N26E77()
gev_20110225_2229,2011/02/25 22:29:00,22:31:00,B5.2,N31E85()
gev_20110226_0007,2011/02/26 00:07:00,00:10:00,B4.3,N28E76()
gev_20110226_0054,2011/02/26 00:54:00,00:59:00,B9.0,N27E79()
gev_20110226_0118,2011/02/26 01:18:00,01:21:00,B4.6,N26E73()
gev_20110226_0503,2011/02/26 05:03:00,05:10:00,B8.9,N27E75()
gev_20110226_0616,2011/02/26 06:16:00,06:19:00,B7.0,N25E72()
gev_20110226_0732,2011/02/26 07:32:00,07:35:00,B4.5,N16E58()
gev_20110226_0809,2011/02/26 08:09:00,08:13:00,C1.3,N27E70()
gev_20110226_0935,2011/02/26 09:35:00,09:39:00,B3.7,N25E67()
gev_20110226_1433,2011/02/26 14:33:00,15:15:00,B7.1,N14E52()
gev_20110226_1551,2011/02/26 15:51:00,16:14:00,B8.5,N16E63()
gev_20110226_1920,2011/02/26 19:20:00,19:24:00,B3.9,N24E66()
gev_20110226_2046,2011/02/26 20:46:00,20:50:00,B4.3,N16E52()
gev_20110226_2323,2011/02/26 23:23:00,23:30:00,B5.7,N23E62()
gev_20110227_0349,2011/02/27 03:49:00,03:55:00,C4.2,N26E58()
gev_20110227_0504,2011/02/27 05:04:00,05:11:00,B2.7,N28E64()
gev_20110227_0621,2011/02/27 06:21:00,06:28:00,B1.9,S22E40()
gev_20110227_1430,2011/02/27 14:30:00,14:42:00,B6.1,N24E52()
gev_20110227_1547,2011/02/27 15:47:00,15:53:00,B7.2,N24E52()
gev_20110227_1714,2011/02/27 17:14:00,17:15:00,B2.9,N30E58()
gev_20110227_2117,2011/02/27 21:17:00,21:31:00,B7.7,N21E39()
gev_20110225_1718,2011/02/25 17:18:00,17:29:00,C1.1,N24E79(1164)
gev_20110225_1857,2011/02/25 18:57:00,19:01:00,B4.5,N26E79(1164)
gev_20110225_2229,2011/02/25 22:29:00,22:33:00,B5.2,N28E82(1164)
gev_20110226_0007,2011/02/26 00:07:00,00:10:00,B4.3,N28E76(1164)
gev_20110226_0054,2011/02/26 00:54:00,00:59:00,B9.0,N27E79(1164)
gev_20110226_0118,2011/02/26 01:18:00,01:21:00,B4.6,N26E73(1164)
gev_20110226_0503,2011/02/26 05:03:00,05:10:00,B8.9,N27E75(1164)
gev_20110226_0616,2011/02/26 06:16:00,06:19:00,B7.0,N25E72(1164)
gev_20110226_0732,2011/02/26 07:32:00,07:35:00,B4.5,N16E58()
gev_20110226_0809,2011/02/26 08:09:00,08:13:00,C1.3,N27E70(1164)
gev_20110226_0935,2011/02/26 09:35:00,09:39:00,B3.7,N25E67(1164)
gev_20110226_1433,2011/02/26 14:33:00,15:15:00,B7.1,N14E52()
gev_20110226_1434,2011/02/26 14:34:00,16:15:00,B8.3,N16E65()
gev_20110226_1920,2011/02/26 19:20:00,19:24:00,B3.9,N24E66(1164)
gev_20110226_2046,2011/02/26 20:46:00,20:50:00,B4.3,N16E52()
gev_20110226_2323,2011/02/26 23:23:00,23:30:00,B5.7,N23E62(1164)
gev_20110227_0041,2011/02/27 00:41:00,00:59:00,B7.3,N21E86()
gev_20110227_0349,2011/02/27 03:49:00,03:55:00,C4.2,N26E58(1164)
gev_20110227_0504,2011/02/27 05:04:00,05:11:00,B2.7,N28E64(1164)
gev_20110227_0621,2011/02/27 06:21:00,06:28:00,B1.9,S22E40(1165)
gev_20110227_0755,2011/02/27 07:55:00,07:57:00,B2.8,N29E64()
gev_20110227_1430,2011/02/27 14:30:00,14:42:00,B6.1,N24E52(1164)
gev_20110227_1547,2011/02/27 15:47:00,15:53:00,B7.2,N24E52(1164)
gev_20110227_1714,2011/02/27 17:14:00,17:18:00,B2.9,N23E54()
gev_20110227_2117,2011/02/27 21:17:00,21:34:00,B7.7,N26E52(1164)
gev_20110227_2221,2011/02/27 22:21:00,22:24:00,B6.8,N27E49(1164)
gev_20110228_0144,2011/02/28 01:44:00,01:50:00,B5.0,N27E50(1164)
gev_20110228_0210,2011/02/28 02:10:00,02:14:00,B5.0,N27E49(1164)
gev_20110228_0417,2011/02/28 04:17:00,04:28:00,B7.9,N27E49(1164)
gev_20110228_0524,2011/02/28 05:24:00,05:33:00,C1.7,N27E48(1164)
gev_20110228_0630,2011/02/28 06:30:00,06:38:00,C1.1,N27E48(1164)
gev_20110228_0701,2011/02/28 07:01:00,07:10:00,C2.0,N27E46(1164)
gev_20110228_0734,2011/02/28 07:34:00,07:38:00,C2.4,N24E45()
gev_20110228_0938,2011/02/28 09:38:00,09:52:00,C1.5,N27E46(1164)
gev_20110228_1025,2011/02/28 10:25:00,10:29:00,B5.5,N27E46(1164)
gev_20110228_1202,2011/02/28 12:02:00,12:07:00,C1.2,N27E44(1164)
gev_20110228_1238,2011/02/28 12:38:00,12:45:00,M1.1,N28E39(1164)
gev_20110228_1544,2011/02/28 15:44:00,15:45:00,C1.0,N30E47()
gev_20110228_2011,2011/02/28 20:11:00,20:15:00,B7.3,N24E36(1164)
gev_20110228_2115,2011/02/28 21:15:00,21:30:00,C1.7,N25E32(1164)
gev_20110226_0809,2011/02/26 08:09:00,08:13:00,C1.3,N27E70(1164)
gev_20110226_0935,2011/02/26 09:35:00,09:39:00,B3.7,N25E67(1164)
gev_20110226_1433,2011/02/26 14:33:00,15:15:00,B7.1,N14E52()
gev_20110226_1434,2011/02/26 14:34:00,16:15:00,B8.3,N16E65()
gev_20110226_1920,2011/02/26 19:20:00,19:24:00,B3.9,N24E66(1164)
gev_20110226_2046,2011/02/26 20:46:00,20:50:00,B4.3,N16E52()
gev_20110226_2323,2011/02/26 23:23:00,23:30:00,B5.7,N23E62(1164)
gev_20110227_0041,2011/02/27 00:41:00,00:59:00,B7.3,N21E86()
gev_20110227_0349,2011/02/27 03:49:00,03:55:00,C4.2,N26E58(1164)
gev_20110227_0504,2011/02/27 05:04:00,05:11:00,B2.7,N28E64(1164)
gev_20110227_0621,2011/02/27 06:21:00,06:28:00,B1.9,S22E40(1165)
gev_20110227_0755,2011/02/27 07:55:00,07:57:00,B2.8,N29E64()
gev_20110227_1430,2011/02/27 14:30:00,14:42:00,B6.1,N24E52(1164)
gev_20110227_1547,2011/02/27 15:47:00,15:53:00,B7.2,N24E52(1164)
gev_20110227_1714,2011/02/27 17:14:00,17:18:00,B2.9,N23E54()
gev_20110227_2117,2011/02/27 21:17:00,21:34:00,B7.7,N26E52(1164)
gev_20110227_2221,2011/02/27 22:21:00,22:24:00,B6.8,N27E49(1164)
gev_20110228_0144,2011/02/28 01:44:00,01:50:00,B5.0,N27E50(1164)
gev_20110228_0210,2011/02/28 02:10:00,02:14:00,B5.0,N27E49(1164)
gev_20110228_0417,2011/02/28 04:17:00,04:28:00,B7.9,N27E49(1164)
gev_20110228_0524,2011/02/28 05:24:00,05:33:00,C1.7,N27E48(1164)
gev_20110228_0630,2011/02/28 06:30:00,06:38:00,C1.1,N27E48(1164)
gev_20110228_0701,2011/02/28 07:01:00,07:10:00,C2.0,N27E46(1164)
gev_20110228_0734,2011/02/28 07:34:00,07:38:00,C2.4,N24E45()
gev_20110228_0938,2011/02/28 09:38:00,09:45:00,C1.5,N27E49()
gev_20110228_1025,2011/02/28 10:25:00,10:29:00,B5.5,N27E46(1164)
gev_20110228_1202,2011/02/28 12:02:00,12:07:00,C1.2,N27E44(1164)
gev_20110228_1238,2011/02/28 12:38:00,12:52:00,M1.1,N26E41(1164)
gev_20110228_1544,2011/02/28 15:44:00,15:45:00,C1.0,N30E47()
gev_20110228_2011,2011/02/28 20:11:00,20:16:00,B7.3,N27E41()
gev_20110228_2115,2011/02/28 21:15:00,21:31:00,C1.7,N25E33(1164)
gev_20110228_2311,2011/02/28 23:11:00,00:05:00,C1.6,N24E67()
gev_20110301_0230,2011/03/01 02:30:00,04:13:00,C6.0,N26E31(1164)
gev_20110301_0852,2011/03/01 08:52:00,09:18:00,C2.9,N32E35()
